customer_id,first_name,last_name,email,registration_date,country,last_updated
43,FirstName43,LastName43,customer43_NEW@example.com,2025-02-22,Germany,2025-07-10 12:13:34
44,FirstName44,LastName44,customer44_NEW@example.com,2024-03-11,Germany,2025-07-10 12:13:34
45,FirstName45,LastName45,customer45_NEW@example.com,2023-10-06,USA,2025-07-10 12:13:34
46,FirstName46,LastName46,customer46_NEW@example.com,2025-05-01,Germany,2025-07-10 12:13:34
47,FirstName47,LastName47,,2024-03-11,Germany,2025-07-10 12:13:34
48,FirstName48,LastName48,customer48_NEW@example.com,2025-05-10,Germany,2025-07-10 12:13:34
49,FirstName49,LastName49,,2024-12-02,Poland,2025-07-10 12:13:34
50,FirstName50,LastName50,,2023-12-19,USA,2025-07-10 12:13:34
51,FirstName51,LastName51,customer51_NEW@example.com,2025-01-26,Germany,2025-07-10 12:13:34
52,FirstName52,LastName52,customer52_NEW@example.com,2024-05-23,Germany,2025-07-10 12:13:34
53,FirstName53,LastName53,customer53_NEW@example.com,2024-12-01,USA,2025-07-10 12:13:34
54,FirstName54,LastName54,customer54_NEW@example.com,2025-07-05,USA,2025-07-10 12:13:34
55,FirstName55,LastName55,customer55_NEW@example.com,2024-03-15,Poland,2025-07-10 12:13:34
56,FirstName56,LastName56,customer56_NEW@example.com,2025-06-11,Poland,2025-07-10 12:13:34
57,FirstName57,LastName57,customer57_NEW@example.com,2025-04-04,Germany,2025-07-10 12:13:34
58,FirstName58,LastName58,customer58_NEW@example.com,2023-11-17,Poland,2025-07-10 12:13:34
59,FirstName59,LastName59,customer59_NEW@example.com,2023-08-22,USA,2025-07-10 12:13:34
60,FirstName60,LastName60,customer60_NEW@example.com,2024-04-27,Poland,2025-07-10 12:13:34
61,FirstName61,LastName61,customer61_NEW@example.com,2024-11-01,Poland,2025-07-10 12:13:34
62,FirstName62,LastName62,,2024-11-04,Poland,2025-07-10 12:13:34
63,FirstName63,LastName63,customer63_NEW@example.com,2023-09-14,Germany,2025-07-10 12:13:34
64,FirstName64,LastName64,,2024-05-05,USA,2025-07-10 12:13:34
65,FirstName65,LastName65,customer65_NEW@example.com,2024-09-15,Poland,2025-07-10 12:13:34
66,FirstName66,LastName66,customer66_NEW@example.com,2023-08-07,USA,2025-07-10 12:13:34
67,FirstName67,LastName67,customer67_NEW@example.com,2025-04-18,USA,2025-07-10 12:13:34
68,FirstName68,LastName68,customer68_NEW@example.com,2023-08-17,Germany,2025-07-10 12:13:34
69,FirstName69,LastName69,customer69_NEW@example.com,2024-11-25,Germany,2025-07-10 12:13:34
70,FirstName70,LastName70,customer70_NEW@example.com,2024-02-10,Germany,2025-07-10 12:13:34
71,FirstName71,LastName71,customer71_NEW@example.com,2023-09-15,USA,2025-07-10 12:13:34
72,FirstName72,LastName72,customer72_NEW@example.com,2024-11-02,Poland,2025-07-10 12:13:34
73,FirstName73,LastName73,customer73_NEW@example.com,2025-04-07,USA,2025-07-10 12:13:34
74,FirstName74,LastName74,customer74_NEW@example.com,2023-11-13,Germany,2025-07-10 12:13:34
75,FirstName75,LastName75,customer75_NEW@example.com,2024-07-20,Germany,2025-07-10 12:13:34
76,FirstName76,LastName76,customer76_NEW@example.com,2024-11-03,Germany,2025-07-10 12:13:34
77,FirstName77,LastName77,customer77_NEW@example.com,2023-07-17,Poland,2025-07-10 12:13:34
78,FirstName78,LastName78,customer78_NEW@example.com,2024-10-09,Germany,2025-07-10 12:13:34
79,FirstName79,LastName79,customer79_NEW@example.com,2025-05-01,Germany,2025-07-10 12:13:34
80,FirstName80,LastName80,customer80_NEW@example.com,2024-10-30,Germany,2025-07-10 12:13:34
81,FirstName81,LastName81,customer81_NEW@example.com,2024-05-12,Germany,2025-07-10 12:13:34
82,FirstName82,LastName82,customer82_NEW@example.com,2024-12-28,Poland,2025-07-10 12:13:34
83,FirstName83,LastName83,customer83_NEW@example.com,2024-05-24,Germany,2025-07-10 12:13:34
84,FirstName84,LastName84,customer84_NEW@example.com,2025-01-26,Poland,2025-07-10 12:13:34
85,FirstName85,LastName85,customer85_NEW@example.com,2024-01-05,USA,2025-07-10 12:13:34
86,FirstName86,LastName86,customer86_NEW@example.com,2024-02-06,USA,2025-07-10 12:13:34
87,FirstName87,LastName87,customer87_NEW@example.com,2023-10-14,Germany,2025-07-10 12:13:34
88,FirstName88,LastName88,customer88_NEW@example.com,2024-05-26,USA,2025-07-10 12:13:34
89,FirstName89,LastName89,customer89_NEW@example.com,2024-07-23,Poland,2025-07-10 12:13:34
90,FirstName90,LastName90,customer90_NEW@example.com,2024-11-13,USA,2025-07-10 12:13:34
91,FirstName91,LastName91,customer91_NEW@example.com,2024-07-29,Germany,2025-07-10 12:13:34
92,FirstName92,LastName92,customer92_NEW@example.com,2024-08-25,Germany,2025-07-10 12:13:34
93,FirstName93,LastName93,customer93_NEW@example.com,2024-04-11,Poland,2025-07-10 12:13:34
94,FirstName94,LastName94,customer94_NEW@example.com,2023-07-29,USA,2025-07-10 12:13:34
95,FirstName95,LastName95,customer95_NEW@example.com,2023-11-22,Germany,2025-07-10 12:13:34
96,FirstName96,LastName96,customer96_NEW@example.com,2023-08-27,USA,2025-07-10 12:13:34
97,FirstName97,LastName97,customer97_NEW@example.com,2024-10-22,Germany,2025-07-10 12:13:34
98,FirstName98,LastName98,customer98_NEW@example.com,2024-05-20,Germany,2025-07-10 12:13:34
99,FirstName99,LastName99,customer99_NEW@example.com,2025-03-14,Germany,2025-07-10 12:13:34
100,FirstName100,LastName100,customer100_NEW@example.com,2023-09-15,USA,2025-07-10 12:13:34
